"SourceAccount","DestinationAccount","Date","Time","TrackingId","Amount","Type","TransactionId"
"8000000142","7000000040","5/11/2017","23:45:44","946581","300,000","کارت به کارت","10867767583"
"7000000105","6000000343","5/7/2017","20:59:43","859678","2,380,000","پایا","55778617010"
"4000000202","1000000378","09/17/2017","8:41:10","485674","23,940,000","کارت به کارت","47890036617"
"7000000375","1000000175","8/8/2019","4:29:08","399261","105,400,000","پایا","50882594315"
"2000000436","1000000317","07/16/2018","6:18:57","609062","687,330,000","ساتنا","81013221289"
"3000000146","8000000281","6/2/2019","1:14:14","543931","72,630,000","پایا","81682400784"
"2000000065","8000000257","2/2/2018","19:34:02","608170","471,920,000","پایا","80559284335"
"5000000104","7000000283","12/18/2019","6:57:09","678441","212,350,000","پایا","68083571916"
"8000000249","7000000102","07/16/2019","12:09:14","179679","22,550,000","کارت به کارت","82334818121"
"8000000082","2000000090","4/7/2019","14:58:22","231306","3,730,000","پایا","73443178302"
"6000000036","4000000123","09/26/2019","17:47:02","164858","5,270,000","پایا","57142966464"
"1000000267","6000000287","10/3/2018","5:31:40","539892","1,100,020,000","ساتنا","99273266316"
"1000000130","6000000109","02/26/2017","0:45:28","603428","1,137,370,000","ساتنا","19202277606"
"8000000305","9000000452","05/14/2017","22:22:10","259858","937,410,000","ساتنا","66718289147"
"1000000203","9000000196","02/20/2018","5:04:24","715225","770,000","کارت به کارت","23601747272"
"8000000298","2000000006","02/23/2017","1:14:23","115727","920,000","کارت به کارت","46558974588"
"5000000465","9000000452","4/6/2019","23:47:03","466174","125,320,000","پایا","43097985872"
"9000000196","6000000015","04/28/2018","7:50:04","658287","1,224,120,000","ساتنا","46370067519"
"2000000166","7000000007","12/9/2018","9:36:42","674162","3,570,000","کارت به کارت","64074927842"
"3000000377","3000000050","5/9/2017","4:23:23","404828","610,000","پایا","96017134437"
"2000000323","2000000077","01/14/2019","22:06:21","877981","8,740,000","کارت به کارت","97254544468"
"8000000308","5000000338","1/4/2018","17:00:46","355341","9,660,000","کارت به کارت","60173737395"
"6000000359","2000000362","8/12/2019","9:43:14","129840","7,370,000","کارت به کارت","38935417400"
"1000000460","7000000162","06/13/2017","19:48:37","935602","65,140,000","پایا","57328924802"
"4000000191","9000000220","04/13/2019","21:13:07","388009","91,350,000","پایا","32867538409"
"7000000204","9000000341","07/24/2018","22:05:35","717727","1,577,660,000","ساتنا","94311444817"
"6000000098","5000000342","2/2/2017","5:53:21","597382","910,000","کارت به کارت","34958857758"
"3000000050","3000000068","12/20/2019","18:31:11","438202","1,690,000","کارت به کارت","43456103452"
"4000000078","9000000155","6/10/2017","12:12:21","402019","9,000,000","کارت به کارت","91625907729"
"4000000492","1000000336","06/20/2019","1:49:50","478309","8,260,000","پایا","92765351982"
"5000000001","4000000229","05/18/2017","6:04:36","241736","10,730,000","کارت به کارت","41457931850"
"3000000471","9000000463","7/4/2019","19:14:32","707325","960,000","کارت به کارت","46050894637"
"3000000484","8000000143","3/2/2017","8:15:51","947267","1,380,340,000","ساتنا","56103434280"
"4000000165","8000000048","01/23/2019","18:12:35","257842","6,390,000","کارت به کارت","10695576234"
"4000000229","9000000128","12/25/2019","22:18:58","846516","2,130,000","پایا","67848057689"
"6000000456","4000000403","03/18/2018","6:15:07","722373","1,769,830,000","ساتنا","61383235024"
"6000000015","1000000203","04/14/2017","6:20:18","687928","15,980,000","کارت به کارت","36763297635"
"3000000068","5000000047","3/6/2018","14:03:26","274631","240,000","کارت به کارت","87102310583"
"1000000175","8000000462","08/13/2019","10:45:02","865772","670,000","کارت به کارت","75535637983"
"9000000058","2000000031","12/12/2018","21:31:06","489360","217,860,000","پایا","46588485478"
"5000000169","5000000269","10/29/2019","15:32:54","697946","960,000","کارت به کارت","32890561701"
"4000000412","7000000421","04/25/2017","20:29:53","641777","450,000","کارت به کارت","61649858710"
"2000000277","8000000399","1/8/2019","22:33:33","509577","1,874,680,000","ساتنا","98000968167"
"9000000401","4000000290","1/4/2019","14:22:42","394869","430,000","پایا","45051082079"
"3000000086","4000000290","09/21/2018","7:50:57","449175","5,660,000","پایا","11476642633"
"4000000165","3000000160","02/15/2019","3:12:16","754293","6,090,000","کارت به کارت","88634456080"
"7000000069","6000000185","12/3/2017","16:44:58","193305","920,000","کارت به کارت","53135902427"
"6000000478","7000000207","11/20/2018","23:18:12","259113","713,780,000","ساتنا","76983660021"
"6000000432","1000000261","03/13/2018","23:12:20","198942","460,000","کارت به کارت","55545043555"
"6000000002","8000000253","12/4/2019","5:40:40","322269","950,000","کارت به کارت","26648905151"
"3000000288","2000000075","3/1/2018","7:11:35","954702","1,260,000","کارت به کارت","60366195150"
"9000000324","8000000143","12/6/2017","0:36:22","992246","9,080,000","پایا","58021078050"
"2000000411","5000000338","05/17/2018","15:28:57","901922","3,790,000","کارت به کارت","29177061981"
"3000000076","9000000429","11/29/2019","21:42:48","788592","430,000","کارت به کارت","96811933822"
"9000000491","5000000045","3/9/2018","22:32:35","622471","1,935,220,000","ساتنا","78533617122"
"5000000062","8000000061","10/2/2018","12:52:51","937240","6,160,000","کارت به کارت","27248656256"
"7000000396","3000000160","1/3/2018","20:34:29","175745","943,190,000","ساتنا","79515469012"
"9000000014","9000000138","1/9/2018","15:29:24","567804","94,540,000","پایا","89525234524"
"4000000186","5000000355","02/28/2017","17:34:25","558931","870,000","کارت به کارت","85696159068"
"5000000326","8000000306","04/16/2018","2:52:39","157454","780,000","کارت به کارت","11107161048"
"5000000338","7000000225","1/10/2017","23:39:22","784356","720,000","پایا","27168413520"
"4000000316","8000000293","05/24/2017","19:40:55","858894","1,663,270,000","ساتنا","68711846848"
"1000000335","6000000458","05/14/2017","15:36:15","982395","203,100,000","پایا","86173534555"
"6000000456","8000000306","2/6/2018","6:00:42","494594","820,000","کارت به کارت","66699194574"
"5000000380","6000000256","03/26/2018","23:55:09","260672","134,990,000","پایا","94678563239"
"6000000198","9000000491","08/16/2017","7:45:02","726101","8,620,000","کارت به کارت","70584684499"
"3000000122","9000000401","9/2/2019","0:42:43","184790","170,000","پایا","43879082963"
"6000000454","7000000270","01/22/2018","23:19:32","770981","884,100,000","ساتنا","85331671334"
"5000000074","5000000311","8/4/2017","23:05:04","615922","7,920,000","پایا","47475008409"
"7000000051","7000000133","12/4/2018","6:45:00","505206","1,681,520,000","ساتنا","66575123249"
"3000000352","1000000309","2/5/2017","17:22:53","169130","8,130,000","پایا","21285380698"
"3000000477","5000000465","04/20/2019","22:01:20","496973","20,540,000","کارت به کارت","18382396435"
"4000000148","5000000011","3/6/2018","0:38:18","350153","7,350,000","کارت به کارت","20384198217"
"6000000234","3000000111","2/10/2017","2:45:49","157364","9,680,000","کارت به کارت","72862610751"
"3000000313","9000000498","02/25/2019","19:33:12","795676","6,400,000","پایا","20336728163"
"8000000399","2000000241","10/19/2017","18:42:13","440483","1,123,210,000","ساتنا","78780348467"
"8000000351","5000000233","12/19/2019","23:26:24","703396","1,152,930,000","ساتنا","71444551114"
"2000000366","4000000244","05/15/2019","9:27:18","418901","360,000","کارت به کارت","75878072281"
"2000000438","1000000302","1/11/2017","20:05:20","215171","81,180,000","پایا","82785618367"
"1000000132","1000000025","07/29/2018","16:35:15","836793","937,110,000","ساتنا","42687712368"
"2000000441","3000000017","06/20/2017","12:19:00","421931","1,890,000","پایا","42630395984"
"7000000154","6000000343","10/11/2018","5:28:45","734755","1,830,000","پایا","24560154137"
"3000000019","6000000343","11/10/2017","11:35:55","768146","840,200,000","ساتنا","29316662961"
"4000000180","8000000308","11/4/2019","3:21:48","761515","22,360,000","کارت به کارت","74830302005"
"4000000067","7000000472","05/18/2019","1:07:19","656100","93,570,000","پایا","87262410163"
"8000000201","6000000002","9/10/2017","15:43:33","632248","16,290,000","کارت به کارت","76559749948"
"2000000166","4000000165","7/8/2019","7:17:30","544115","4,660,000","پایا","46170086946"
"7000000209","7000000472","02/27/2017","11:10:32","614977","370,000","پایا","68934051305"
"7000000167","4000000202","12/3/2019","20:35:20","109294","6,780,000","پایا","74441154072"
"6000000473","2000000000","7/9/2017","14:21:59","611493","8,820,000","کارت به کارت","12284855967"
"1000000025","8000000462","10/6/2019","6:37:11","704311","820,000","کارت به کارت","87811576964"
"9000000427","5000000303","04/21/2018","20:35:57","619401","392,400,000","پایا","83183502323"
"2000000223","4000000449","9/3/2019","3:30:49","638615","980,000","پایا","21039457765"
"8000000249","1000000310","3/5/2019","14:18:22","544211","2,580,000","کارت به کارت","76056294637"
"9000000118","7000000376","5/7/2017","18:56:44","527798","157,120,000","پایا","80448066142"
"9000000497","8000000346","04/16/2018","1:10:38","442872","22,730,000","کارت به کارت","58828786155"
"9000000220","8000000055","01/14/2018","4:26:08","962219","29,830,000","کارت به کارت","60587262258"
"9000000482","4000000178","01/26/2019","4:06:49","126539","480,000","کارت به کارت","79901465176"
"8000000048","2000000409","8/3/2019","8:22:58","493192","800,900,000","ساتنا","37849636963"
"2000000433","1000000301","4/10/2018","11:29:14","949951","730,000","کارت به کارت","53917101190"
"4000000252","7000000134","11/3/2019","16:46:57","283684","413,500,000","پایا","10545770317"
"4000000178","6000000211","04/16/2019","14:36:46","799930","372,530,000","پایا","18873670187"
"9000000483","8000000447","11/15/2018","3:21:29","349852","416,000,000","پایا","30043140789"
"6000000036","2000000340","1/1/2018","5:10:03","985164","5,910,000","کارت به کارت","15744555203"
"2000000260","6000000480","06/13/2018","11:27:34","876736","1,248,480,000","ساتنا","96914501137"
"3000000240","2000000217","12/9/2019","3:56:55","339529","27,040,000","کارت به کارت","97443684859"
"5000000363","8000000264","07/25/2018","10:32:42","971316","2,140,000","کارت به کارت","82302556123"
"8000000462","4000000186","12/16/2019","14:09:48","945578","15,630,000","کارت به کارت","74630016975"
"8000000032","6000000330","02/28/2017","1:28:49","498953","2,990,000","کارت به کارت","90964879100"
"7000000239","3000000160","5/8/2017","12:09:22","931460","1,635,350,000","ساتنا","26042853338"
"3000000076","2000000218","09/27/2018","4:07:21","564861","720,000","کارت به کارت","67008871222"
"6000000359","7000000162","2/11/2017","21:47:19","126907","2,450,000","کارت به کارت","67396155104"
"7000000485","7000000224","02/28/2019","21:25:24","240751","9,950,000","پایا","37851015743"
"4000000412","7000000209","08/15/2018","13:51:19","984499","500,000","کارت به کارت","92406887856"
"4000000229","4000000035","10/19/2018","23:12:31","614090","960,000","کارت به کارت","55427648427"
"2000000466","6000000036","02/15/2017","18:24:42","139594","420,000","کارت به کارت","17623529869"
"2000000120","3000000284","6/8/2019","18:05:53","390367","4,630,000","کارت به کارت","63311204059"
"5000000334","2000000446","10/29/2018","14:31:04","988454","585,510,000","ساتنا","55951516146"
"1000000426","1000000460","11/12/2018","15:57:26","427122","570,000","کارت به کارت","53214759157"
"7000000051","5000000205","06/20/2018","14:18:53","891838","520,000","کارت به کارت","51328579088"
"2000000235","3000000122","5/9/2019","9:59:20","443882","250,000","کارت به کارت","91325340003"
"4000000410","3000000471","1/3/2019","9:15:06","164854","650,000","پایا","84248187356"
"8000000298","2000000260","3/4/2019","22:26:38","136940","899,400,000","ساتنا","83560795183"
"4000000165","5000000047","5/3/2019","23:59:17","939593","3,870,000","پایا","56798995926"
"7000000270","2000000144","05/28/2019","5:31:54","523609","940,000","کارت به کارت","78920898956"
"9000000107","9000000497","06/19/2018","19:54:24","112566","4,960,000","پایا","72255192023"
"7000000168","3000000111","03/27/2018","12:31:18","745291","8,590,000","پایا","78665433413"
"8000000402","4000000407","01/29/2017","2:58:24","588061","800,000","کارت به کارت","54774827315"
"9000000107","9000000210","12/22/2019","21:45:56","965270","8,050,000","پایا","51325410573"
"1000000261","5000000355","9/9/2018","13:08:07","786465","980,000","کارت به کارت","51150941813"
"1000000309","3000000214","8/5/2017","1:02:42","525059","580,000","کارت به کارت","97097765224"
"7000000162","6000000420","07/17/2019","10:28:48","790944","632,210,000","ساتنا","40486710815"
"5000000355","2000000112","02/28/2019","22:15:39","210314","5,060,000","پایا","55791511795"
"1000000398","4000000430","6/10/2018","0:20:31","533799","270,000","کارت به کارت","62307440628"
"1000000398","1000000282","2/2/2019","9:55:58","385441","14,190,000","کارت به کارت","41800665122"
"1000000171","9000000087","6/2/2017","11:36:11","901066","332,850,000","پایا","18298970306"
"3000000484","4000000148","5/10/2019","13:50:35","259610","250,000","پایا","27679809596"
"3000000049","2000000366","7/3/2018","16:03:00","667487","550,000","کارت به کارت","78479426631"
"1000000088","8000000257","10/15/2017","4:29:50","629924","7,410,000","کارت به کارت","54185665504"
"7000000125","7000000114","08/29/2019","12:21:52","894390","8,810,000","کارت به کارت","23817129226"
"4000000229","7000000444","5/8/2017","7:20:13","708678","10,470,000","کارت به کارت","72890424098"
"6000000395","3000000111","09/27/2017","13:30:21","311168","250,000","کارت به کارت","55008597011"
"3000000034","9000000099","07/22/2018","3:47:58","321125","7,000,000","کارت به کارت","33245984340"
"8000000306","1000000336","6/11/2017","22:56:34","601859","8,330,000","کارت به کارت","82041564635"
"1000000424","2000000153","11/26/2017","18:50:44","296149","1,186,200,000","ساتنا","80747663579"
"4000000382","8000000388","02/13/2017","2:57:21","844870","520,000","کارت به کارت","91454529741"
"2000000433","1000000081","2/11/2018","18:43:52","641941","3,110,000","پایا","64114530265"
"1000000132","4000000423","05/18/2019","22:13:25","492906","560,120,000","ساتنا","43788634710"
"9000000300","8000000253","7/4/2018","1:41:13","192111","670,000","کارت به کارت","32881286182"
"6000000192","2000000373","4/4/2019","2:53:00","840965","380,000","کارت به کارت","49098063011"
"1000000248","9000000324","9/7/2017","16:13:54","692922","27,070,000","کارت به کارت","53516419744"
"9000000324","8000000275","09/24/2018","1:08:00","572849","301,050,000","پایا","88428794169"
"1000000309","5000000380","02/23/2018","11:01:17","839030","16,080,000","کارت به کارت","28131567921"
"3000000371","7000000044","11/13/2017","18:38:48","292899","450,000","کارت به کارت","77743150529"
"8000000173","8000000462","04/18/2018","3:45:07","739015","270,000","پایا","82904856383"
"1000000282","5000000043","5/8/2018","20:03:27","100888","16,610,000","پایا","58690677318"
"6000000177","4000000092","5/4/2017","10:59:56","905439","471,930,000","پایا","65289027311"
"5000000425","8000000264","04/29/2017","18:18:02","642207","26,800,000","کارت به کارت","45049497025"
"3000000208","8000000072","10/23/2017","5:35:52","962142","367,240,000","پایا","93651791018"
"4000000145","2000000090","8/6/2017","15:56:17","153288","1,620,210,000","ساتنا","92115221272"
"9000000108","6000000456","10/4/2018","12:15:37","890548","580,000","کارت به کارت","19210841478"
"9000000416","3000000437","9/8/2019","8:06:53","333720","27,090,000","کارت به کارت","24283085250"
"7000000168","8000000253","4/4/2019","19:49:56","230967","264,120,000","پایا","59765823188"
"4000000304","1000000301","5/1/2018","23:49:28","335157","780,000","کارت به کارت","77625433229"
"6000000458","4000000145","9/2/2018","7:38:14","415837","29,070,000","کارت به کارت","69408263713"
"3000000352","4000000252","09/23/2019","8:38:07","535062","260,000","کارت به کارت","85430008838"
"2000000255","5000000233","03/21/2018","8:21:19","916787","8,650,000","پایا","88725641905"
"5000000151","8000000190","11/4/2017","5:15:22","101762","7,560,000","کارت به کارت","17554138090"
"8000000461","3000000337","8/4/2018","1:04:41","307892","487,110,000","پایا","40954784669"
"4000000408","6000000181","12/29/2018","17:31:26","735053","277,120,000","پایا","38360847769"
"6000000056","8000000322","5/1/2018","16:21:16","808059","1,457,570,000","ساتنا","12714260163"
"4000000407","4000000400","2/11/2017","11:28:56","796157","918,500,000","ساتنا","55728285323"
"2000000194","7000000021","1/1/2018","22:26:09","570415","348,300,000","پایا","16463686217"
"4000000250","5000000141","01/20/2017","22:40:50","250612","110,000","کارت به کارت","70006989248"
"9000000422","7000000357","2/6/2018","11:03:24","893037","907,480,000","ساتنا","59364176635"
"4000000202","3000000049","08/22/2018","3:53:33","297235","9,070,000","کارت به کارت","97394356412"
"9000000052","5000000011","4/2/2019","11:29:16","561670","1,192,770,000","ساتنا","31922482217"
"2000000260","9000000401","7/11/2018","23:17:14","633504","1,119,100,000","ساتنا","81106133895"
"9000000197","4000000290","8/4/2018","20:28:50","716566","7,360,000","کارت به کارت","80196416567"
"3000000172","5000000326","10/7/2019","21:26:15","893658","1,070,000","کارت به کارت","18562833283"
"7000000270","3000000484","08/25/2018","14:53:53","532787","24,320,000","پایا","12217214049"
"4000000251","2000000438","2/7/2017","11:49:54","187309","56,090,000","پایا","76625849112"
"3000000206","6000000453","12/11/2019","1:52:48","161809","290,000","پایا","71517036799"
"7000000051","5000000083","06/23/2018","1:42:42","642049","9,960,000","پایا","87068589663"
"1000000310","4000000295","2/4/2017","10:07:07","212961","554,200,000","ساتنا","30719387187"
"4000000294","8000000402","10/10/2017","16:57:44","614226","36,420,000","پایا","55473581900"
"9000000393","3000000268","5/3/2017","15:45:57","656543","21,080,000","کارت به کارت","64161835603"
"4000000295","1000000016","2/10/2018","19:08:38","318472","100,000","کارت به کارت","38940664384"
"9000000070","2000000120","6/4/2018","5:40:53","258809","540,000","کارت به کارت","62097116081"
"4000000316","7000000114","4/3/2019","21:16:28","447327","1,980,000","پایا","36728255318"
"5000000269","7000000222","04/17/2019","5:45:17","819100","1,701,720,000","ساتنا","70566279008"
"4000000316","5000000141","3/4/2019","15:03:20","272461","8,760,000","کارت به کارت","57055177896"
"7000000167","7000000350","11/20/2019","11:47:09","859546","256,270,000","پایا","77871027382"
"5000000151","1000000317","5/9/2018","16:05:23","900145","1,484,800,000","ساتنا","32101658772"
"5000000043","1000000236","06/23/2019","2:32:59","864437","130,000","کارت به کارت","25492148538"
"9000000053","1000000022","06/18/2018","16:45:35","431018","50,000","کارت به کارت","95955803867"
"5000000470","1000000267","8/9/2018","9:58:46","668008","967,800,000","ساتنا","52670947228"
"6000000094","7000000060","05/13/2019","3:29:54","361499","77,150,000","پایا","44193344009"
"9000000014","3000000208","12/8/2017","3:15:40","550109","831,820,000","ساتنا","97232332766"
"3000000164","6000000395","12/2/2019","17:28:01","487616","1,763,610,000","ساتنا","50986645286"
"8000000173","6000000480","09/29/2017","0:37:54","502846","260,000","کارت به کارت","34679747888"
"4000000417","3000000339","3/5/2019","18:54:27","261495","970,000","پایا","80963465023"
"7000000270","8000000496","2/1/2018","17:48:00","597181","620,000","کارت به کارت","16968736642"
"4000000316","4000000035","10/13/2018","3:46:11","153296","28,740,000","کارت به کارت","17745876024"
"8000000281","4000000382","2/11/2017","0:31:22","903188","27,330,000","کارت به کارت","53393020602"
"7000000357","3000000374","12/15/2018","1:45:12","726350","8,020,000","کارت به کارت","70864434485"
"4000000148","8000000322","9/10/2017","15:48:49","618520","623,690,000","ساتنا","27299761413"
"6000000056","9000000498","06/26/2018","5:18:19","177470","510,000","کارت به کارت","27955940572"
"8000000351","9000000197","11/25/2017","6:35:56","993776","5,660,000","کارت به کارت","13408963728"
"7000000468","4000000186","01/22/2018","15:11:03","366477","10,800,000","کارت به کارت","45525498228"
"4000000294","5000000380","05/26/2017","11:25:28","462734","1,742,190,000","ساتنا","52553468843"
"3000000352","8000000275","6/5/2019","20:10:18","509883","7,950,000","کارت به کارت","89449274218"
"6000000286","9000000341","03/22/2019","17:07:20","674611","76,220,000","پایا","13813045287"
"9000000182","6000000369","9/10/2018","13:09:40","206866","5,540,000","کارت به کارت","88189989871"
"7000000356","9000000416","03/13/2017","17:34:02","565439","1,825,540,000","ساتنا","73741849251"
"8000000072","5000000233","2/11/2018","9:36:21","566746","513,360,000","ساتنا","78014908002"
"8000000442","4000000091","8/1/2019","7:40:58","645089","96,880,000","پایا","32084863678"
"7000000007","2000000446","11/10/2018","13:02:12","250768","21,510,000","کارت به کارت","93381836868"
"8000000063","2000000217","10/3/2018","22:22:49","688851","1,834,720,000","ساتنا","82081667238"
"3000000068","1000000302","10/3/2019","7:47:58","933779","930,000","کارت به کارت","17339275544"
"1000000309","9000000439","01/23/2019","2:21:45","347969","171,870,000","پایا","17565614432"
"7000000468","9000000497","10/15/2017","0:19:35","293325","887,840,000","ساتنا","46415951924"
"2000000474","6000000359","9/9/2019","7:08:40","633696","497,790,000","پایا","17242139438"
