"AccountId","CardId","Sheba","AccountType","BranchTelephone","BranchAddress","BranchName","OwnerName","OwnerFamilyName","OwnerId"
"8000000190","6221064000000190","IR401698532368000000190","جاری","46889990","تهران-بلوار انقلاب-نبش خيابان کشاورز","شهر قدس","مانی","عبدلی","8320298705"
"9000000405","6395995000000400","IR500379357299000000405","پس انداز","22844370","تهران-خیابان خواجه عبدالله انصاری-نبش کوچه ششم-پلاک 110","خواجه عبدالله انصاری","شیرین","ابراهیم نژاد","4031019294"
"8000000072","6037692000000070","IR386778000928000000072","پس انداز","22551135","تهران-خیابان پاسداران-خیابان شهید کلاهدوز-خیابان اختیاریه جنوبی-پلاک 242","اختیاریه جنوبی","نیلوفر","حکمت","8424656454"
"3000000111","6221069000000110","IR871180046233000000111","جاری","66499886","تهران-خيابان وليعصر-نرسيده به چهار راه وليعصر-شماره 1415","چهارراه وليعصر","هوشنگ","کاظم زاده","7816129135"
"3000000385","6104330000000380","IR340085695043000000385","سپرده","33358682","تهران-خیابان هفده شهریور-چهارراه شمس","چهار راه شمس","هوشنگ","منوچهری","0002394999"
"5000000011","6037709000000010","IR386213858785000000011","پس انداز","66062062","تهران-خیابان آزادی-بین بهبودی و شادمهر","خیابان آزادی شادمهر","هومن","خانی","9318930747"
"3000000484","6393466000000480","IR520112369183000000484","جاری","88446670","تهران-خیابان شریعتی-تقاطع مطهری-شماره 707","شریعتی مطهری","ارمینا","حکمت","3415869798"
"7000000162","6219869000000160","IR221320725917000000162","سپرده","66750413","تهران-خیابان جمهوری-خیابان سی‌تیر-نبش کوچه بهزاد-شماره 65","سی تیر","اریانا","اهی","1794473007"
"3000000017","6104333000000010","IR436494293263000000017","جاری","88846860","تهران-خیابان ایرانشهر شمالی-نبش خیابان برادران شاداب شرقی-پلاک 2","خیابان ایرانشهر","ازاده","علیزاده","0646446268"
"4000000418","6395992000000410","IR569545262124000000418","سپرده","22927275","تهران-بلوار میرداماد-جنب مرکز تجاری رز میرداماد-پلاک 997","میرداماد","سیمین","برزگری","1176159547"
"8000000461","5028064000000460","IR782842091658000000461","سپرده","66067052","تهران-خیابان آزادی-ما بین خیابان شهیدان و خیابان جیحون-ابتدای کوچه مشعوف-پلاک 378","آزادی - یادگار","شروین","نقی زاده","9700714642"
"1000000314","6221065000000310","IR902220929311000000314","سپرده","77298787","تهران-بزرگراه رسالت-حد فاصل اتوبان باقری و خيابان چهارراه رشيد-شماره 222","چهارراه‌ رشيد","تینا","نقی زاده","9067669504"
"4000000412","6221060000000410","IR867148385924000000412","سپرده","22116410","تهران-سعادت آباد-ميدان بهرود-مرکز تجاری پرواز-شماره 201","بهرود","جمشید","کریمی","9701690228"
"1000000282","6221064000000280","IR271168320781000000282","جاری","77976690","تهران-بزرگراه رسالت-خيابان دردشت-خيابان 52 شرقی","دردشت","کریم","تقی پور","8853736392"
"2000000259","6104333000000250","IR368514432212000000259","پس انداز","33897777","تهران-خیابان فدائیان اسلام","بازار سنگ و فلزات","ژیلا","کریمی","9074815095"
"8000000322","6104331000000320","IR065456486938000000322","سپرده","77687476","تهران-خیابان سعدی شمالی-خیابان برادران قائدی-نبش خیابان نورمحمدی","هدایت","نرگس","علیزاده","6340826947"
"5000000425","6104330000000420","IR577325106265000000425","سپرده","88930737","تهران-خیابان استاد نجات الهی شمالی-بعداز خیابان ورشو-نبش کوچه هشتم","استاد نجات الهی شمالی","مرجان","تقوی","1136414393"
"3000000271","6219865000000270","IR256060769483000000271","پس انداز","44211040","تهران-شهرک ژاندارمری-بلوار مرزداران-بین ایثار و دانش-شماره 136","بلوار مرزداران","مهرزاد","حسین پور","0557489624"
"7000000396","6037992000000390","IR656199929467000000396","جاری","22227540","تهران-شریعتی-روبروی حسینیه ارشاد","حسینیه ارشاد","افتاب","خانی","4027144444"
"9000000490","6037994000000490","IR666488809729000000490","سپرده","88454100","تهران-خیابان دکتر شریعتی-خیابان دکتر شریعتی-بین خیابان مطهری و معلم","قصر","افسون","علوی","6692187197"
"8000000061","6037694000000060","IR275862759998000000061","پس انداز","55600617","تهران-خیابان مولوی-سه راه تختی-پلاک 788","تختی","اناهیتا","نصیری","7106408660"
"1000000309","6280234000000300","IR097688957091000000309","جاری","55408340","تهران-خیابان کارگرجنوبی-پلاک 522","فارابی","پردیس","فیضی","2069218549"
"8000000306","6104337000000300","IR927757318198000000306","سپرده","76224400","تهران-بومهن-بلوار امام خمینی-پلاک 3084","بومهن دماوند","پریچهر","فریدونی","7984636366"
"1000000147","5028061000000140","IR909072811401000000147","پس انداز","66138202","تهران-شادآباد-خیابان بهاران1-بلوک 28","شادآباد","پریچهر","گنجی","1865720630"
"8000000275","5028061000000270","IR077707984898000000275","سپرده","22592512","تهران-خیابان شهید کلاهدوز-خیابان اختیاریه جنوبی-پلاک 169","اختیاریه جنوبی","پویا","ابریشمی","5784169990"
"1000000372","6104335000000370","IR234452197991000000372","جاری","55353522","تهران-نازی آباد-بازار دوم-خیابان مدائن-پلاک 122","نازی آباد","ترمه","کاظمی","9160072500"
"2000000010","6104338000000010","IR758959940722000000010","جاری","33113687","تهران-خیابان ناصر خسرو-روبروی خیابان صوراسرافیل‏-پلاک 285","ناصر خسرو","ابراهیم","امیری","4500943129"
"5000000141","5028064000000140","IR298696952645000000141","پس انداز","22532471","تهران-بزرگراه رسالت-خیابان بنی هاشم-میدان بنی هاشم.","بنی هاشم","اراز","سعیدی","1223491439"
"2000000006","6037690000000000","IR377220195952000000006","جاری","26212310","تهران-بلوار آفریقا-خیابان طاهری-پلاک 216.","بلوار ناهید","ارژنگ","علوی","3635792659"
"9000000435","6393460000000430","IR940175150799000000435","جاری","66064137","تهران-خیابان آزادی-روبروی استاد معین-بلوار اکبری-کوی شهید قاسمی-جنب ورزشگاه شهدای طرشت","طرشت","ماهان","شیروانی","9452607857"
"8000000018","6037998000000010","IR533473214738000000018","سپرده","22728252","تهران-خیابان شهرداری-جنب بیمارستان شهدا","تجریش","فرزام","حکیمی","3879969260"
"3000000477","6037702000000470","IR809919804343000000477","سپرده","66635988","تهران-بزرگراه آیت اله سعیدی-چهارراه یافت آباد-نبش خیابان معلم","جاویدالاثر عباس کهن","فرزین","زمان زاده","6820671429"
"4000000295","6037993000000290","IR156734628854000000295","پس انداز","66432799","تهران-توحید-خیابان توحید-نبش خیابان نیایش شرقی-پلاک 26","خیابان توحید","رکسانا","انصاری فرد","2752967973"
"2000000441","6221063000000440","IR037540276692000000441","سپرده","22760489","تهران-خيابان دولت-خيابان ديباجی جنوبی-نبش خيابان شهيد عرفاتی-شماره 82","ديباجی جنوبی","ریحانه","منوچهری","2295659361"
"2000000112","6221067000000110","IR454305819142000000112","جاری","66415927","تهران-خيابان امام خمينی-بين خيابان شيخ هادی و وليعصر-پاساژ فجر","امام خمينی-حسن آباد","نیلوفر","سالاری","9904312468"
"5000000047","5028063000000040","IR412352515825000000047","پس انداز","44204182","تهران-بلوار مرزداران-بعد از چهارراه دانش-پلاک 86","مرزداران","یگانه","میرمحمدی","8255552403"
"2000000474","5028060000000470","IR168721850852000000474","جاری","88794109","تهران-میدان آرژانتین-ابتدای خیابان الوند-پلاک 15","آرژانتین-الوند","ارمیتا","فراهانی","8042838641"
"5000000303","6104330000000300","IR719409188595000000303","سپرده","88002469","تهران-خیابان کارگرشمالی-بالاتر از پمپ بنزین-پلاک 1697","دانشکده اقتصاد","ارمینه","ابراهیمی","8881926198"
"7000000051","6219865000000050","IR333870833927000000051","پس انداز","40446818","تهران-شهرک اکباتان-فاز یک-خیابان نفیسی-روبروی مخابرات-پلاک 59","شهرک اکباتان","ارین","تقی زاده","3239497490"
"9000000393","6219869000000390","IR136276291259000000393","جاری","40446818","تهران-شهرک اکباتان-فاز یک-خیابان نفیسی-روبروی مخابرات-پلاک 59","شهرک اکباتان","سیامک","حسن پور","2533294769"
"3000000019","6221068000000010","IR142899619753000000019","جاری","55225390","تهران-جاده قم-باقر شهر-رو بروی بلوارامام خمينی-شماره 2.","باقرشهر","شکوفه","تقی پور","3504904352"
"7000000434","6219861000000430","IR447958134267000000434","سپرده","65269021","تهران-شهريار-خیابان وليعصر-ضلع شرقی میدان امام خمینی-پلاک 130","شهریار","دلارام","رضازاده","8151967578"
"8000000442","5028067000000440","IR303423421218000000442","پس انداز","88456225","تهران-خیابان شهید بهشتی-نرسیده به تقاطع خیابان سهروردی-نبش خیابان داریوش-پلاک 104","شهید بهشتی","ساغر","عسگری","6473834590"
"3000000374","5028066000000370","IR425707045333000000374","پس انداز","22380715","تهران-سعادت آباد-بلوار سرو شرقی-کوچه رشادت-پلاک 6","سعادت آباد - میدان کاج","سودابه","یوسفی","8950481894"
"2000000299","6037705000000290","IR576662228972000000299","پس انداز","66752990","تهران-خیابان فردوسی شمالی-خیابان نوفل لوشاتو","فردوسی شمالی","نازنین","نصیری","5387119136"
"2000000340","6037704000000340","IR709847051962000000340","سپرده","22380414","تهران-سعادت آباد-میدان کاج-سرو شرقی","سعادت آباد","بهداد","محمدی","2907298756"
"6000000318","6037990000000310","IR578882743186000000318","پس انداز","55379291","تهران-وحدت اسلامی-خیابان وحدت اسلامی-نبش طبرستان","خوارزمی","عباس","مدیری","5835496560"
"8000000093","6037695000000090","IR616528983418000000093","پس انداز","77904852","تهران-تقاطع چمن و سامان","چمن و سامان","افسر","صادق پور","4852335017"
"6000000387","6221061000000380","IR150846503946000000387","سپرده","88987440","تهران-بلوار کشاورز-اول خيابان نادری-شماره 16","لیزینگ","افسر","علی ابادی","3313888775"
"7000000421","6393460000000420","IR513927409567000000421","جاری","22185003","تهران-ولنجک-نبش خیابان سیزدهم-برج کاسپین-طبقه همکف","ولنجک","امیرحسین","فیضی","0423969321"
"4000000101","6280239000000100","IR362785697174000000101","پس انداز","77498981","تهران-خیابان سمنگان-پلاک 515","سمنگان","پرهام","حسن پور","5442133748"
"7000000114","6104332000000110","IR183516278437000000114","سپرده","66497696","تهران-خیابان ولیعصر-خیابان امام خمینی-نبش کوچه حسن سخنور-پلاک 1075","موزه ملی قران کریم","پویا","برزگری","3858217075"
"4000000410","6037998000000410","IR424380285134000000410","پس انداز","88834313","تهران-میدان هفت تیر-روبروی خیابان کریم خان زند-نبش کوچه صارم","میدان هفتم تیر","ابتین","میرمحمدی","1871095136"
"4000000423","6037998000000420","IR499765389894000000423","سپرده","55415569","تهران-خیابان کارگر جنوبی-چهارراه لشگر-خیابان کمالی-بین غفاری و مخصوص","کمالی","گوهر","هادی زاده","3179288824"
"6000000085","6221066000000080","IR053929618676000000085","پس انداز","77078593","تهران-شهرک اميد-قنات کوثر-فاز 3 تجاری جديد-شماره 112","شهرک اميد","گیتی","فاطمی پور","5138119407"
"1000000319","6221060000000310","IR546197579921000000319","جاری","44161100","تهران-بلوار فردوس غربی-تقاطع بلوار شقايق-ضلع شمال غربی","بلوار فردوس","مجید","رضازاده","9966067321"
"7000000283","6037693000000280","IR506048154297000000283","پس انداز","33051474","تهران-خیابان پیروزی-خیابان نبرد-پلاک 691","بیست متری نبرد","مجید","عبدلی","8137420564"
"3000000160","6221060000000160","IR463836835643000000160","پس انداز","77941383","تهران-خيابان دکتر آيت جنوبی-شماره 435","خيابان آيت","فاطمه","مرتضوی","3882095898"
"5000000363","5028063000000360","IR591813467935000000363","سپرده","33439995","تهران-خیابان17شهریور جنوبی-اتوبان شهید محلاتی-خیابان نبرد جنوبی-پایین تر ازچهارراه زمزم-پلاک 4476","شهرداری منطقه 14","رضا","رضاپور","0115745195"
"6000000038","5028068000000030","IR878066041366000000038","جاری","66475778","تهران-میدان انقلاب-ضلع شمال شرقی میدان-جنب بانک سپه-پلاک 47","میدان انقلاب","رها","قاضی","1560537539"
"2000000373","6037700000000370","IR883177207882000000373","سپرده","55744146","تهران-خیابان قزوین-پایین تر از دوراهی قپان. ","دوراهی قپان","زهرا","داوودی","1386401350"
"4000000165","6037692000000160","IR017475056574000000165","جاری","44458070","تهران-بلوار آیت اله کاشانی-خیابان جنت آبادجنوبی-بین لاله و میدان چهار باغ-پلاک 109","جنت آباد","زهرا","علیزاده","0833170800"
"2000000366","5028060000000360","IR356842946942000000366","پس انداز","66389953","تهران-بزرگراه شهید نواب صفوی-بعد از تونل توحید-پل امام خمینی-پلاک 2","نواب","هومن","صدیقی","6860272877"
"8000000346","6037704000000340","IR267631174888000000346","جاری","22687919","تهران-قیطریه-خیابان شهید اندرزگو-خیابان شهید کریمی-نبش محقق اول","قیطریه","وحید","باقراذری","2950762416"
"3000000370","5892108000000370","IR153925398493000000370","سپرده","77884543","تهران-خیابان فرجام-نرسیده به اتوبان باقری","فرجام","ارمیتا","تقی زاده","3268531288"
"4000000251","6393468000000250","IR595730970314000000251","جاری","44419745","تهران-میدان پونک-ضلع جنوبی میدان-ساختمان امیر","میدان پونک","ارمینه","احمدی","2943227846"
"6000000256","6280234000000250","IR343644047926000000256","سپرده","22356121","تهران-شهرک غرب-پلاک 56","بلوار شهید فرحزادی","ازاد","مرتضوی","8367813364"
"6000000381","6393464000000380","IR108588379966000000381","جاری","44604306","تهران-جنت آباد شمالی-بالاتر از اتوبان شهید همت-نرسیده به آبشناسان-نبش کوچه 13 آبان","جنت آباد","اسماعیل","محمد پور","4664642759"
"1000000016","6221063000000010","IR692089279491000000016","پس انداز","55225390","تهران-جاده قم-باقر شهر-رو بروی بلوارامام خمينی-شماره 2.","باقرشهر","سیامک","کرمی","5998524174"
"7000000207","5028067000000200","IR059393627487000000207","سپرده","88697761","تهران-شهرک غرب-بلوار پاکنژاد-تقاطع بلوار دریا-پلاک 1","پاکنژاد","چکامه","یثربی","9404705894"
"9000000196","5892105000000190","IR664942602929000000196","جاری","22723559","تهران-میدان تجریش-ابتدای خیابان ولیعصر","شمیران","فریبرز","میرمحمدی","9864462068"
"2000000466","6104332000000460","IR017565889552000000466","پس انداز","77814540","تهران-خیابان نظام آباد شمالی-سه‌ راه وحیدیه-نبش کوچه جلالی-پلاک 369","سه راه وحیدیه","فرید","محمد نژاد","9935183825"
"8000000237","5028060000000230","IR150536111998000000237","سپرده","55058645","تهران-نازی آباد-میدان بهمنیار-ابتدای خیابان خالقی پور-پلاک 2","نازی آباد","نازنین","عسگرپور","6152596266"
"1000000328","5041729000000320","IR811070033271000000328","جاری","44673235","تهران-اکباتان-بلوار شهید نفیسی-روبروی دبیرستان عموئیان","اکباتان","نسترن","قاضی","8481973439"
"7000000349","6037705000000340","IR756871272777000000349","سپرده","22614091","تهران-خیابان شهید کلاهدوز","دولت","نکیسا","رحمانی","0448491439"
"4000000245","6037697000000240","IR865691079064000000245","سپرده","55000222","تهران-خیابان شهیدرجائی-نبش اتوبان آزادگان-کوچه خلفی-پلاک 674","احمدیه","مژگان","عزیزی","6753782384"
"4000000492","6037995000000490","IR736974392194000000492","جاری","44234111","تهران-خیابان ستارخان-ابتدای خیابان ستارخان-فلکه اول صادقیه-ضلع شمالی فلکه","صادقیه","بهراد","شیروانی","9030951254"
"9000000210","5892101000000210","IR946565947139000000210","پس انداز","66403800","تهران-خیابان ولیعصر-تقاطع خیابان طالقانی-جنب بیمارستان کودکان","طالقانی غربی","بهشاد","زارع","4843516776"
"8000000447","6221068000000440","IR338789096828000000447","جاری","66932622","تهران-ميدان انقلاب-ابتدای خيابان آزادی-شماره 79","ميدان انقلاب","بیژن","صادق زاده","8187908430"
"9000000199","6037690000000190","IR176541983129000000199","پس انداز","66928735","تهران-خیابان اسکندری شمالی-بالاتر از خیابان آزادی-نبش کوچه صهبا-پلاک 29","اسکندری شمالی","پروانه","فاطمی پور","4969990399"
"1000000310","6221068000000310","IR388064521261000000310","سپرده","22888831","تهران-خيابان پاسداران-نبش دشتستان هفتم-شماره 1","سه راه ضرابخانه","پروین","حسین زاده","7989473276"
"5000000470","5028068000000470","IR929070207645000000470","جاری","885250233","تهران-خیابان سهروردی شمالی-چهارراه کیهان-حدفاصل کوچه باسقی و زمانی-پلاک 366","سهروردی شمالی تهران","ترانه","فریدونی","1562681618"
"7000000167","6037991000000160","IR949845891847000000167","جاری","66677790","تهران-خیابان قصرالدشت-بین هاشمی و امام خمینی-پلاک 299","خیابان قصرالدشت","ارام","فیضی","6784942445"
"7000000376","6221064000000370","IR101491697057000000376","جاری","77516120","تهران-ميدان امام حسين-ضلع شمالی ميدان-شماره 41.","امام حسين","محمد","مهدوی کیا","1387982921"
"7000000133","6219863000000130","IR317316976607000000133","سپرده","66750413","تهران-خیابان جمهوری-خیابان سی‌تیر-نبش کوچه بهزاد-شماره 65","سی تیر","شهرزاد","موسوی","7666983430"
"2000000127","6037996000000120","IR552229806652000000127","پس انداز","23583218","تهران-میرداماد-بعد از بانک مرکزی-پلاک 191","میرداماد","فرزام","باقرزاده","8420300499"
"4000000430","6104338000000430","IR171803391584000000430","سپرده","88970792","تهران-بلوار کشاورز-برج لاله ملت-پلاک 232","لاله ملت","رامین","رضایی","5872487827"
"4000000403","6395994000000400","IR484081056224000000403","جاری","22843889","تهران-پاسداران-بالاتر از سه راه ضرابخانه-روبروی بانک مرکزی-پلاک 118","پاسداران","نگین","کاظمی","6139190150"
"6000000002","6221063000000000","IR755299239176000000002","پس انداز","22420765","تهران-خيابان اوين-خيابان شهيد کچويی-شماره 103","اوين","وحید","میرمحمدی","1814770749"
"3000000024","5028065000000020","IR266079509053000000024","سپرده","22896808","تهران-ابتدای خیابان پاسداران-میدان فرخی یزدی-نبش کوچه دوم-پلاک 19","فرخی یزدی","یگانه","منوچهری","8803688421"
"6000000226","6037692000000220","IR821389352726000000226","جاری","44409543","تهران-تقاطع اشرفی اصفهانی-تقاطع حکیم-کوچه خجسته پور-پلاک 1","اشرفی اصفهانی","ارشام","رحیمی","1415470283"
"1000000301","6280239000000300","IR436943877141000000301","پس انداز","33081722","تهران-خیابان پیروزی-خیابان شهید افراسیابی-کوچه قاسمی","میدان سیزده آبان","اسماعیل","باقرزاده","9888877357"
"1000000312","5892107000000310","IR962924230931000000312","جاری","88647163","تهران-میدان آرژانتین-بزرگراه آفریقا-روبروی پارکینگ بیهقی-ساختمان شماره 7-طبقه همکف","مستقل بیهقی تهران","سینا","جعفرزاده","7943881033"
"5000000187","6219868000000180","IR396483333475000000187","جاری","22753914","تهران-میدان تجریش-انتهای خیابان دزاشیب-سه‌ راه عمار-شماره 158","خیابان درازشیب","شادی","کرمی","0693976690"
"3000000037","6219861000000030","IR955600585903000000037","سپرده","66491075","تهران-خیابان ولیعصر-میدان منیریه-خیابان معیری-نبش بن بست ناظمی-پلاک 53","منیریه","کوروش","علیزاده","6790999159"
"1000000360","6280230000000360","IR709874603531000000360","سپرده","22723639","تهران-خیابان ولیعصر(عج)-پلاک 3087","تجریش","سالار","لاهوتی","0494310766"
"4000000073","6037996000000070","IR519027961084000000073","جاری","66412501","تهران-خیابان آیت اله طالقانی-خیابان آیت اله طالقانی-جنب بیمارستان کودکان-پلاک 444","وحدت","سامان","برزگری","5094228581"
"3000000440","6104332000000440","IR312962368263000000440","سپرده","88527804","تهران-خیابان دکتربهشتی-بعد از چهارراه اندیشه-پلاک 55","چهار راه قصر","سایه","حکمت","0135000348"
"1000000493","6037699000000490","IR062304862821000000493","سپرده","88802340","تهران-بلوار کشاورز-پلاک 58","بلوار کشاورز","سپیده","محمدزاده","8053257598"
"2000000144","6037996000000140","IR066497343852000000144","پس انداز","55074658","تهران-خیابان شوش شرقی-نرسیده به میدان شوش-پلاک 392","اباذر","نسرین","سجادی","6993467487"
"1000000317","6280233000000310","IR406489442481000000317","سپرده","33143668","تهران-خیابان پیروزی-بلوار ابوذر-پلاک 205","بلوار ابوذر","مروارید","عزیزی","1424991443"
"7000000136","6219862000000130","IR906693651837000000136","جاری","88906178","تهران-خیابان ولیعصر-بالاتر از میدان ولیعصر-نرسیده به کوچه ناصر-پلاک 1777","ولیعصر","مهرزاد","موسوی","0637754526"
"2000000364","6221067000000360","IR431865647432000000364","سپرده","88975118","تهران-بلوار کشاورز-نبش خيابان شهيد شوريده-شماره 53","بلوار کشاورز","بهاره","طباطبایی","4350411903"
"1000000113","5028064000000110","IR569882295881000000113","سپرده","22560465","تهران-خیابان پاسداران-بالاتر از برج سفید-نبش خیابان نیستان ششم-پلاک 242","پاسداران","بهراد","علیزاده","2656747043"
"9000000221","6280237000000220","IR436881200609000000221","سپرده","33322266","تهران-خیابان دماوند-پلاک 101","ایرانمهر","بهمن","قنبری","4315795168"
"2000000031","5041726000000030","IR983034221612000000031","سپرده","66066150","تهران-خیابان آزادی-روبروی متروی شادمان-بانک قرض الحسنه رسالت","آزادی","شاهین","کریمی","1221278298"
"2000000277","6393462000000270","IR228928728662000000277","سپرده","88065691","تهران-خیابان ملاصدرا-بین خیابان شیراز و شیخ بهایی","ملاصدرا","پیروز","کاظمیان","7130141602"
"3000000437","6104335000000430","IR356945094933000000437","جاری","88506083","تهران-خیابان شهید دکتر بهشتی-خیابان شهید سرافراز-نبش کوچه هشتم-پلاک 2","شهید سرافراز","زهرا","داوودی","8418112924"
"6000000192","6104336000000190","IR560610798956000000192","سپرده","33114729","تهران-خیابان پامنار شمالی-پلاک 95","پامنار","امیر","نقی زاده","5031193439"
"3000000390","5892106000000390","IR945060017823000000390","پس انداز","55381374","تهران-خیابان ولیعصر-امیریه-ضلع غربی میدان منیریه-جنب دادسرا-پلاک 1074","میدان منیریه","ابراهیم","رضازاده","6516539032"
"8000000257","6395999000000250","IR821283071118000000257","سپرده","88950298","تهران-خیابان دكتر فاطمی-نرسيده به سه راه كالج-جنب كوچه 6","میدان فاطمی","لاله","جعفری","8913070391"
"5000000445","5028063000000440","IR266034519465000000445","سپرده","77940474","تهران-میدان نبوت-خیابان جانبازان غربی-شهرداری منطقه 8-پلاک 2","نبوت","شهرناز","فریدونی","5895277181"
"7000000375","6280239000000370","IR889285459727000000375","جاری","44043860","تهران-خیابان آیت‌اله کاشانی-خیابان شاهین جنوبی-خیابان پیامبر غربی-نبش بلوار مطهری-پلاک 116","پیامبر","رضا","حسن پور","0720632438"
"5000000158","6037993000000150","IR653000406385000000158","سپرده","66480867","تهران-خیابان انقلاب -خیابان وصال شیرازی-نرسیده به تقاطع طالقانی-پلاک 111","بزرگمهر","ژیلا","ابراهیمی","1150658914"
"3000000206","6037698000000200","IR987927026623000000206","جاری","22846200","تهران-خیابان پاسداران-نبش نگارستان پنجم-پلاک 139","ایستگاه مدرسه ضرابخانه","یاسمین","محمدزاده","9042475538"
"4000000285","6037699000000280","IR840542878414000000285","سپرده","66736111","تهران-خیابان امام خمینی-پلاک 61","ابزار یراق ","شهرزاد","علی نژاد","6822206177"
"2000000090","6037703000000090","IR728365486332000000090","سپرده","66892917","تهران-خیابان جیحون-بین خیابان مرتضوی و کمیل","جیحون","ازاد","محمدزاده","4691032987"
"5000000205","6037708000000200","IR985348850095000000205","سپرده","33707076","تهران-خیابان هفده شهریور شمالی","میدان خراسان","شروین","طباطبایی","8804202059"
